bbl,st_num,st_name,sq_ft,score,grade
4022360043,110-35,72 ROAD,126670,83,B
4022370001,110-17,QUEENS BOULEVARD,524895,8,D
4022370033,72-36,112 STREET,85200,50,D
4022380001,110-45,QUEENS BOULEVARD,192510,72,B
4022380019,72-72,112 STREET,137500,76,B
4022397501,111-01,QUEENS BOULEVARD,225529,17,D
4022450046,69-70,GRND CNTRL PARKWAY SR W,48100,score missing,F
4022460011,70-01,113 STREET,64032,77,B
4022460031,71-11,112 STREET,26300,32,D
4022480099,112-50,72 AVENUE,80000,52,D
4022480125,112-41,72 ROAD,60186,86,A
4022500001,72-35,112 STREET,105280,85,A
4022500012,72-38,72 ROAD,75000,65,C
4022510002,72-81,113 STREET,122606,68,C
4022510027,113-14,72 ROAD,123000,91,A
4022510054,72-61,113 STREET,122606,58,C
4022520010,112-20,112 STREET,238128,76,B
4022640067,112-25,QUEENS BOULEVARD,27300,56,C
4022640101,75-20,113 STREET,41114,71,B
4022650067,75-23,113 STREET,41920,59,C
4022650079,75-05,113 STREET,60025,56,C
4022650090,75-24,GRND CNTRL PARKWAY SR W,28629,62,C
4022660079,76-36,113 STREET,145263,81,B
4022660081,114-03,QUEENS BOULEVARD,48300,92,A
4022670136,76-35,GRAND CENTRAL PARKWAY,79200,66,C
4022677501,76-01,113 STREET,40911,97,A
4022680013,77-14,113 STREET,137820,82,B
4022680014,77-34,78 AVENUE,52602,81,B
4022690002,77-15,113 STREET,93000,66,C
4022690020,77-35,113 STREET,93000,77,B
4022700013,118-01,QUEENS BOULEVARD,88300,69,C
4022700020,112-50,78 AVENUE,112500,77,B
4022700041,112-09,QUEENS BOULEVARD,518929,85,A
4022810001,47-01,49 STREET,230000,89,A
4022830075,50-05,47 AVENUE,32618,4,D
4022860011,47-25,48 STREET,138000,66,C
4022880027,48-10,45 STREET,59580,31,D
4022900001,48-16,47 STREET,230000,6,D
4022920007,48-02,48 AVENUE,112577,88,A
4023050022,47-10,LAUREL HILL BOULEVARD,37216,1,D
4023137501,58-12,QUEENS BOULEVARD,157450,41,D
4023140100,61-10,QUEENS BOULEVARD,65000,score missing,F
4023190010,47-50,59 STREET,239190,66,C
4023240035,44-20,63 STREET,58000,37,D
4023247501,63-14,QUEENS BOULEVARD,121536,45,D
4023420001,58-25,52 AVENUE,37800,70,B
4023430001,58-51,52 AVENUE,59200,28,D
4023450001,59-05,52 AVENUE,29400,score missing,F
4023490029,58-50,52 AVENUE,37348,51,D
4023650040,60-30,MAURICE AVENUE,35069,37,D
4023740106,64-05,53 DRIVE,32500,14,D
4023740160,53-00,65 PLACE,52800,14,D
4023760101,52-24,65 PLACE,357000,98,A
4023820020,52-15,65 PLACE,105140,98,A
4024310023,46-01,67 STREET,62500,72,B
4024420002,72-01,51 AVENUE,67146,76,B
4024480201,73-04,QUEENS BOULEVARD,28525,12,D
4024490013,50-10,KNEELAND STREET,50732,31,D
4024510015,50-20,IRELAND STREET,37500,35,D
4024510021,76-05,51 AVENUE,32207,25,D
4024730031,51-60,VAN KLEECK STREET,99883,87,A
4024740010,51-55,VAN KLEECK STREET,68440,47,D
4024740021,51-25,VAN KLEECK STREET,71184,22,D
4024740022,51-15,VAN KLEECK STREET,74600,32,D
4024747501,81-18,QUEENS BOULEVARD,36891,50,D
4024750012,82-10,QUEENS BOULEVARD,48600,28,D
4024767501,51-33,GOLDSMITH STREET,51341,73,B
4024917501,73-35,GRAND AVENUE,26876,score missing,F
4024920079,74-17,GRAND AVENUE,47583,score missing,F
4024920141,52-35,74 STREET,28430,score missing,F
4025250017,43-22,55 AVENUE,28940,26,D
4025290020,43-40,57 AVENUE,136547,1,D
4025360012,44-22,54 ROAD,86600,100,A
4025380014,54-60,46 STREET,30200,46,D
4025450026,46-50,54 AVENUE,66500,54,D
4025500053,46-60,55 AVENUE,28629,58,C
4025500090,46-05,56 ROAD,409473,18,D
4025500227,55-30,46 STREET,70500,1,D
4025540055,57-22,57 AVENUE,88500,20,D
4025730001,50-35,56 ROAD,140000,11,D
4025730025,50-02,55 AVENUE,457750,58,C
4025730124,55-30,58 STREET,106000,score missing,F
4025730162,56-05,55 DRIVE,56700,1,D
4025750040,56-75,49 PLACE,53000,1,D
4025750130,56-01,MASPETH AVENUE,48870,score missing,F
4025750160,49-29,MASPETH AVENUE,49000,32,D
4025750170,49-25,MASPETH AVENUE,55120,84,B
4025750245,49-15,MASPETH AVENUE,35658,score missing,F
4025750280,49-01,MASPETH AVENUE,29982,score missing,F
4025760001,56-65,RUST STREET,34085,98,A
4025850002,56-38,58 STREET,59000,2,D
4026020020,58-45,47 STREET,33400,11,D
4026020030,58-41,47 STREET,26775,score missing,F
4026020035,58-35,47 STREET,37575,score missing,F
4026020102,56-45,48 STREET,54600,94,A
4026020115,56-35,48 STREET,42100,score missing,F
4026020125,57-65,48 STREET,83550,78,B
4026020170,56-72,49 PLACE,84000,60,C
4026020180,56-96,49 PLACE,35000,87,A
4026020200,57-10,49 PLACE,87810,19,D
4026020220,57-48,49 PLACE,57430,30,D
4026030040,57-13,49 PLACE,59000,34,D
4026030087,56-71,49 PLACE,41650,68,C
4026030130,57-54,PAGE PLACE,63360,1,D
4026030150,58-38,PAGE PLACE,93000,27,D
4026100118,51-09,GRAND AVENUE,120200,88,A
4026100219,53-01,GRAND AVENUE,45592,100,A
4026100412,58-3O,57 STREET,40116,score missing,F
4026100524,56-02,MASPETH AVENUE,150000,69,C
4026110093,47-03,METROPOLITAN AVENUE,70240,79,B
4026110096,47-06,GRAND AVENUE,26020,score missing,F
4026110102,47-08,GRAND AVENUE,51530,67,C
4026110104,47-10,GRAND AVENUE,79000,75,B
4026110106,47-12,GRAND AVENUE,161000,11,D
4026110130,50-00,GRAND AVENUE,75580,score missing,F
4026110136,51-18,GRAND AVENUE,114000,56,C
4026110151,53-06,GRAND AVENUE,121425,24,D
4026110158,58-70,54 STREET,39900,8,D
4026110316,59-30,54 STREET,31887,score missing,F
4026110328,52-19,FLUSHING AVENUE,45299,score missing,F
4026110350,52-15,FLUSHING AVENUE,64920,20,D
4026110356,52-07,FLUSHING AVENUE,100000,2,D
4026110452,48-25A,METROPOLITAN AVENUE,39000,35,D
4026110454,49-29,METROPOLITAN AVENUE,51209,88,A
4026110458,48-01,METROPOLITAN AVENUE,31546,27,D
4026110465,48-25B,METROPOLITAN AVENUE,25800,1,D
4026110480,47-05,METROPOLITAN AVENUE,147781,29,D
4026110503,46-55,METROPOLITAN AVENUE,32400,88,A
4026110508,46-45,METROPOLITAN AVENUE,26000,score missing,F
4026320012,52-02,FLUSHING AVENUE,41300,score missing,F
4026330011,53-20,FLUSHING AVENUE,37860,90,A
4026490113,57-46,56 STREET,588390,score missing,F
4026560115,59-21,58 ROAD,95963,13,D
4026570023,58-40,BORDEN AVENUE,102250,42,D
4026570060,59-41,MAURICE AVENUE,46045,score missing,F
4026640001,56-45,58 STREET,30000,9,D
4026660006,58-55,56 DRIVE,60600,73,B
4026680007,58-24,MAURICE AVENUE,47500,13,D
4026780001,58-13,GRAND AVENUE,51749,score missing,F
4026800023,58-45,GRAND AVENUE,27500,93,A
4026810001,58-30,GRAND AVENUE,151500,87,A
4026810044,58-86,GRAND AVENUE,29427,37,D
4026870021,59-40,55 DRIVE,50367,5,D
4026880017,59-25,55 DRIVE,28475,94,A
4026900011,59-18,56 ROAD,25500,15,D
4026920034,60-26,57 ROAD,35568,score missing,F
4027340001,60-06,60 DRIVE,29036,score missing,F
4027500055,58-30,63 STREET,33405,96,A
4027530220,58-29,64 STREET,40000,score missing,F
4027570001,60-15,FRESH POND ROAD,32526,100,A
4027847501,61-12,69 STREET,37845,78,B
4028510022,86-08,QUEENS BOULEVARD,28890,99,A
4028517501,87-12,GRAND AVENUE,28493,11,D
4028560006,57-02,HOFFMAN DRIVE,26492,score missing,F
4028570036,90-02,QUEENS BOULEVARD,248200,97,A
4028640017,86-04,GRAND AVENUE,53910,74,B
4028640021,86-10,GRAND AVENUE,66924,34,D
4028740002,86-16,60 AVENUE,94432,69,C
4028740055,86-05,60 ROAD,57816,33,D
4028857501,60-70,WOODHAVEN BOULEVARD,49107,score missing,F
4029450001,61-88,DRY HARBOR ROAD,75368,77,B
4029480012,86-11,ELIOT AVENUE,38760,8,D
4029490010,85-06,61 ROAD,46125,70,B
4029740060,62-49,84 STREET,292651,81,B
4029740085,62-42,WOODHAVEN BOULEVARD,319025,86,A
4029740109,61-35,DRY HARBOR ROAD,114715,31,D
4029990028,84-53,DANA COURT,36000,7,D
4030557502,71-57,METROPOLITAN AVENUE,53536,76,B
4030577501,72-29,METROPOLITAN AVENUE,44470,76,B
4030660052,77-26,66 DRIVE,25920,score missing,F
4030750023,92-40,QUEENS BOULEVARD,68700,91,A
4030750034,61-41,SAUNDERS STREET,98220,80,B
4030760022,61-40,SAUNDERS STREET,53468,18,D
4030780065,62-65,SAUNDERS STREET,101304,83,B
4030780103,93-40,QUEENS BOULEVARD,52080,33,D
4030790076,62-64,SAUNDERS STREET,52584,54,D
4030790086,62-82,SAUNDERS STREET,68946,52,D
4030790100,62-98,SAUNDERS STREET,84018,64,C
4030800043,63-45,SAUNDERS STREET,47730,68,C
4030800051,63-25,SAUNDERS STREET,76643,74,B
4030820082,63-89,SAUNDERS STREET,160968,score missing,F
4030830061,63-84,SAUNDERS STREET,141948,67,C
4030830069,64-00,SAUNDERS STREET,69000,49,D
4030830085,64-21,BOOTH STREET,62400,4,D
4030840014,97-30,QUEENS BOULEVARD,68517,69,C
4030840020,97-50,QUEENS BOULEVARD,106464,77,B
4030840039,64-85,SAUNDERS STREET,70000,74,B
4030840046,64-41,SAUNDERS STREET,106140,61,C
4030850002,64-45,BOOTH STREET,67188,2,D
4030850008,64-20,SAUNDERS STREET,127152,89,A
4030850029,64-74,SAUNDERS STREET,36084,score missing,F
4030850036,96-11,65 ROAD,88986,56,C
4030850055,64-85,BOOTH STREET,42450,43,D
4030860002,65-41,SAUNDERS STREET,60000,41,D
4030860040,65-61,SAUNDERS STREET,190400,47,D
4030870007,65-44,SAUNDERS STREET,104778,89,A
4030870021,65-62,SAUNDERS STREET,26400,55,C
4030870025,65-74,SAUNDERS STREET,57600,80,B
4030870033,96-09,66 AVENUE,78384,78,B
4030870052,65-65,BOOTH STREET,62010,49,D
4030880001,60-05,WOODHAVEN BOULEVARD,71944,43,D
4030930055,63-45,WETHEROLE STREET,33276,11,D
4030940005,63-19,AUSTIN STREET,72000,100,A
4030940034,63-50,WETHEROLE STREET,73620,12,D
4030950081,94-01,64 ROAD,68496,75,B
4030960118,63-95,AUSTIN STREET,61190,44,D
4030967501,63-80,WETHEROLE STREET,26888,71,B
4030970038,64-85,WETHEROLE STREET,50400,82,B
4030977503,64-49,WETHEROLE STREET,39840,66,C
4030977505,65-20,BOOTH STREET,63693,41,D
4030987505,64-86,WETHEROLE STREET,31493,79,B
4030990007,65-38,BOOTH STREET,60000,68,C
4030990016,65-60,BOOTH STREET,64932,78,B
4030990025,65-70,BOOTH STREET,39600,72,B
4030990031,65-84,BOOTH STREET,63624,51,D
4030990042,65-65,WETHEROLE STREET,131436,77,B
4030997501,95-08,65 ROAD,31568,99,A
4031000018,65-60,WETHEROLE STREET,74400,76,B
4031000026,65-74,WETHEROLE STREET,59532,68,C
4031000033,94-19,66 AVENUE,48960,79,B
4031007501,65-36,WETHEROLE STREET,66324,28,D
4031007502,65-50,WETHEROLE STREET,174052,94,A
4031040092,65-54,AUSTIN STREET,51173,100,A
4031040101,65-70,AUSTIN STREET,40573,19,D
4031040108,65-90,AUSTIN STREET,57600,74,B
4031047501,65-38,AUSTIN STREET,79106,99,A
4031050001,61-10,ALDERTON STREET,72360,73,B
4031050028,61-61,WOODHAVEN BOULEVARD,73770,61,C
4031060020,62-05,WOODHAVEN BOULEVARD,37328,73,B
4031090037,63-53,HARING STREET,63000,44,D
4031100031,89-11,63 DRIVE,119040,19,D
4031110024,88-11,63 DRIVE,120500,33,D
4031157501,63-85,WOODHAVEN BOULEVARD,149558,81,B
4031170001,88-04,63 DRIVE,132000,47,D
4031170024,90-02,63 DRIVE,52543,78,B
4031480035,85-25,68 ROAD,36246,12,D
4031490019,75-10,YELLOWSTONE BOULEVARD,57600,17,D
4031510043,67-50,THORNTON PLACE,97104,55,C
4031510103,65-15,ALDERTON STREET,42948,82,B
4031520021,66-10,THORNTON PLACE,74000,39,D
4031540001,66-15,THORNTON PLACE,115200,100,A
4031550001,66-01,BURNS STREET,144000,64,C
4031550019,66-02,AUSTIN STREET,57600,65,C
4031550027,98-01,67 AVENUE,275197,70,B
4031550055,97-07,67 AVENUE,54336,74,B
4031560092,66-23,AUSTIN STREET,51700,81,B
4031560106,94-20,WETHEROLE STREET,48960,37,D
4031560114,66-20,WETHEROLE STREET,75216,61,C
4031560133,98-05,67 AVENUE,177710,59,C
4031570101,66-15,WETHEROLE STREET,90300,20,D
4031590070,98-120,QUEENS BOULEVARD,75378,89,A
4031610001,66-22,FLEET STREET,112800,27,D
4031630015,67-30,DARTMOUTH STREET,92400,60,C
4031640012,67-30,CLYDE STREET,114400,63,C
4031640038,67-25,DARTMOUTH STREET,86136,62,C
4031640054,67-15,DARTMOUTH STREET,43200,89,A
4031650062,67-25,CLYDE STREET,85800,39,D
4031660095,67-67,BURNS STREET,109200,94,A
4031660107,67-41,BURNS STREET,93564,50,D
4031670028,67-76,BOOTH STREET,145112,63,C
4031680013,98-30,67 AVENUE,132725,64,C
4031680036,98-50,67 AVENUE,81972,85,A
4031680040,99-45,67 ROAD,142650,98,A
4031680056,99-21,67 ROAD,61856,19,D
4031680067,99-15,67 ROAD,30576,69,C
4031690002,99-06,67 ROAD,81288,score missing,F
4031690031,99-44,67 ROAD,49300,65,C
4031690036,67-40,BOOTH STREET,94769,95,A
4031697501,99-34,67 ROAD,64664,43,D
4031700001,100-11,67 ROAD,137120,71,B
4031710001,101-01,BOOTH STREET,61242,70,B
4031710019,100-26,67 ROAD,46570,42,D
4031717501,100-10,67 ROAD,71316,44,D
4031717502,101-18,QUEENS BOULEVARD,34959,score missing,F
4031730013,101-06,67 DRIVE,70910,score missing,F
4031730046,103-10,QUEENS BOULEVARD,61536,77,B
4031730055,103-11,68 DRIVE,84174,85,A
4031730070,67-87,BOOTH STREET,117480,90,A
4031737501,102-30,QUEENS BOULEVARD,156351,91,A
4031737502,102-10,QUEENS BOULEVARD,27743,score missing,F
4031750001,104-20,QUEENS BOULEVARD,1741458,76,B
4031750070,104-70,QUEENS BOULEVARD,33150,76,B
4031790020,68-20,SELFRIDGE STREET,74243,81,B
4031800041,74-45,YELLOWSTONE BOULEVARD,45000,10,D
4031830002,66-92,YELLOWSTONE BOULEVARD,57720,57,C
4031910001,71-11,YELLOWSTONE BOULEVARD,91170,51,D
4031930001,68-15,SELFRIDGE STREET,45354,100,A
4031980033,94-11,69 AVENUE,43599,34,D
4032330001,6,BURNS STREET,90141,76,B
4032330022,4,DARTMOUTH STREET,70000,56,C
4032340051,68-09,BURNS STREET,174480,100,A
4032340173,70-20,AUSTIN STREET,32000,16,D
4032360035,70-25,YELLOWSTONE BOULEVARD,575600,12,D
4032370030,69-33,AUSTIN STREET,25245,23,D
4032380039,106-16,70 AVENUE,32000,26,D
4032387503,106-20,70 AVENUE,29417,40,D
4032397501,107,QUEENS BOULEVARD,193664,26,D
4032530051,20,CONTINENTAL AVENUE,85075,32,D
4032530062,1,STATION SQUARE,54185,72,B
4032550028,71-50,AUSTIN STREET,40398,1,D
4032550033,71-58,AUSTIN STREET,25550,9,D
4032550050,72-22,AUSTIN STREET,28500,3,D
4032557501,72-34,AUSTIN STREET,44220,100,A
4032560001,108-18,QUEENS BOULEVARD,108282,46,D
4032560009,108-22,QUEENS BOULEVARD,48417,30,D
4032570001,108-36,QUEENS BOULEVARD,36820,10,D
4032577501,108-24,71 ROAD,143367,13,D
4032580001,109-10,QUEENS BOULEVARD,87305,63,C
4032580023,72-25,AUSTIN STREET,48780,4,D
4032587501,109-20,QUEENS BOULEVARD,61050,51,D
4032587502,109-19,72 ROAD,65261,95,A
4032720001,150,GREENWAY TERRACE,139142,83,B
4032750083,72-14,BURNS STREET,53400,42,D
4032760024,1,ASCAN AVENUE,66600,88,A
4032910001,73-20,AUSTIN STREET,125272,61,C
4032910016,75-02,AUSTIN STREET,123182,53,D
4032910080,150,BURNS STREET,52454,96,A
4032920001,109-14,ASCAN AVENUE,148181,70,B
4032920028,110-21,73 ROAD,100000,68,C
4032920036,110-07,73 ROAD,98182,95,A
4032927501,110-31,73 ROAD,88202,7,D
4032930045,111-35,75 AVENUE,30580,33,D
4032930050,111-15,75 AVENUE,106364,56,C
4032930064,73-37,AUSTIN STREET,97825,68,C
4032930074,110-20,73 ROAD,78650,44,D
4033120001,107-01,PARK LANE SOUTH,209844,52,D
4033120008,117-01,METROPOLITAN AVENUE,219248,52,D
4033160010,117-14,UNION TURNPIKE,121727,60,C
4033200011,116-40,PARK LANE SOUTH,42940,66,C
4033200018,82-60,116 STREET,42940,72,B
4033210018,83-10,118 STREET,74118,86,A
4033210037,83-46,118 STREET,70059,65,C
4033210043,83-60,118 STREET,89784,63,C
4033210061,83-31,116 STREET,140196,79,B
4033210063,83-19,116 STREET,64716,55,C
4033210069,83-15,116 STREET,64716,59,C
4033210100,83-80,118 STREET,105000,76,B
4033210111,83-96,118 STREET,30900,94,A
4033210113,117-01,84 AVENUE,131041,60,C
4033217501,83-85,116 STREET,65990,84,B
4033217502,83-75,117 STREET,34063,41,D
4033217503,83-71,116 STREET,48400,96,A
4033217504,116-24,GROSVENOR LANE,79765,35,D
4033217505,116-11,CURZON ROAD,64500,100,A
4033217506,83-30,118 STREET,101726,88,A
4033220001,118-18,METROPOLITAN AVENUE,77670,65,C
4033220014,118-40,METROPOLITAN AVENUE,83727,68,C
4033220024,118-60,METROPOLITAN AVENUE,141000,65,C
4033220040,83-57,118 STREET,212202,69,C
4033220043,83-33,118 STREET,72147,74,B
4033220105,118-80,METROPOLITAN AVENUE,68040,83,B
4033220112,83-26,LEFFERTS BOULEVARD,55200,100,A
4033220119,83-34,LEFFERTS BOULEVARD,25935,1,D
4033220123,83-44,LEFFERTS BOULEVARD,105882,80,B
4033220135,118-11,84 AVENUE,150000,100,A
4033220156,83-75,118 STREET,141645,68,C
4033227501,118-82,METROPOLITAN AVENUE,36585,59,C
4033230001,115-25,METROPOLITAN AVENUE,88272,65,C
4033240050,118-09,83 AVENUE,46200,56,C
4033290004,118-14,83 AVENUE,88296,45,D
4033290054,118-75,METROPOLITAN AVENUE,54300,80,B
4033290057,118-65,METROPOLITAN AVENUE,34500,24,D
4033300033,83-36,BEVERLY ROAD,41155,15,D
4033320013,81-40,LEFFERTS BOULEVARD,41994,35,D
4033330016,84-51,BEVERLY ROAD,156510,73,B
4033340058,75-40,AUSTIN STREET,99600,77,B
4033340163,76-66,AUSTIN STREET,122833,74,B
4033340186,77-16,AUSTIN STREET,76681,81,B
4033340250,78-14,AUSTIN STREET,58864,47,D
4033340260,118-17,UNION TURNPIKE,213654,score missing,F
4033340292,77-34,AUSTIN STREET,51545,48,D
4033340299,77-54,AUSTIN STREET,68090,77,B
4033350023,118-18,UNION TURNPIKE,196420,100,A
4033370060,82-40,AUSTIN STREET,55146,87,A
4033380030,83-40,AUSTIN STREET,146748,57,C
4033397501,111-50,70 AVENUE,134457,91,A
4033400044,111-23,76 ROAD,52182,20,D
4033400052,111-09,76 ROAD,53455,56,C
4033407501,111-14,76 AVENUE,84954,71,B
4033410001,111-10,76 ROAD,56636,46,D
4033410008,111-20,76 ROAD,57909,82,B
4033410016,111-50,76 ROAD,59500,35,D
4033410024,114-06,QUEENS BOULEVARD,63636,86,A
4033410030,114-20,QUEENS BOULEVARD,63636,87,A
4033410037,111-45,76 DRIVE,49000,79,B
4033420037,111-55,77 AVENUE,57518,63,C
4033450001,119-15,UNION TURNPIKE,34920,score missing,F
4033470054,78-11,KEW FOREST LANE,43636,26,D
4033480010,119-14,UNION TURNPIKE,45454,score missing,F
4033480021,119-20,UNION TURNPIKE,54545,53,D
4033480028,119-40,UNION TURNPIKE,106909,88,A
4033480037,80-02,QUEENS BOULEVARD,514975,65,C
4033490039,119-66,80 ROAD,31704,65,C
4033530001,82-67,AUSTIN STREET,124343,74,B
4033540039,83-34,KEW GARDENS ROAD,36000,24,D
4033547501,83-09,TALBOT STREET,105191,64,C
4033550129,83-52,TALBOT STREET,54404,82,B
4033550136,83-74,TALBOT STREET,67136,73,B
4033550140,83-55,AUSTIN STREET,47016,83,B
4033550144,83-33,AUSTIN STREET,133140,90,A
4033560030,83-30,KEW GARDENS ROAD,89721,3,D
4033570012,84-09,TALBOT STREET,94027,57,C
4033580001,120-10,QUEENS BOULEVARD,52011,61,C
4033580013,120-34,QUEENS BOULEVARD,29134,6,D
4033580018,120-46,QUEENS BOULEVARD,57000,75,B
4033580040,45,KEW GARDENS ROAD,89727,58,C
4033580052,41,KEW GARDENS ROAD,49636,65,C
4033590023,124-30,QUEENS BOULEVARD,150507,78,B
4033597501,124-18,QUEENS BOULEVARD,122647,score missing,F
4033607501,125-10,QUEENS BOULEVARD,616738,84,B
4033717501,2116,GREENE AVENUE,32884,100,A
4033750001,47-02,METROPOLITAN AVENUE,28570,76,B
4033750015,47-40,METROPOLITAN AVENUE,55860,score missing,F
4033760015,19-40,FLUSHING AVENUE,25234,score missing,F
4033770014,19-48,TROUTMAN STREET,57880,77,B
4033787501,1980,STARR STREET,61216,70,B
4033930023,46-46,METROPOLITAN AVENUE,46699,score missing,F
4033930050,14,WOODWARD AVENUE,29982,score missing,F
4034100145,18-19,FLUSHING AVENUE,53500,12,D
4034100180,18-27,FLUSHING AVENUE,40000,64,C
4034120047,17-10,FLUSHING AVENUE,425925,73,B
4034140002,18-32,STARR STREET,50000,90,A
4034440033,329,WYCKOFF AVENUE,29000,15,D
4034477501,311,ST NICHOLAS AVENUE,39089,score missing,F
4034510007,55-27,MYRTLE AVENUE,54166,3,D
4034920025,62-41,METROPOLITAN AVENUE,41912,score missing,F
4035247501,63-34,FRESH POND ROAD,25633,88,A
4035260072,65-22,FRESH POND ROAD,29880,score missing,F
4035300019,60-30,MADISON STREET,52720,score missing,F
4035300029,60-40,MADISON STREET,53145,score missing,F
4035300039,60-52,MADISON STREET,50460,1,D
4035380067,71-13,60 LANE,53884,5,D
4035390001,19-Oct,IRVING AVENUE,75654,22,D
4035400025,15-40,COVERT STREET,100566,score missing,F
4035400042,Oct-60,WYCKOFF AVENUE,41658,score missing,F
4035410007,Oct-75,IRVING AVENUE,25404,score missing,F
4035420070,56-03,COOPER AVENUE,25920,score missing,F
4035440024,54-30,MYRTLE AVENUE,32366,76,B
4035450001,1605,PUTNAM AVENUE,49530,42,D
4035450006,779,WYCKOFF AVENUE,32663,66,C
4035450014,1614,MADISON STREET,63816,82,B
4035450069,1635,PUTNAM AVENUE,36390,90,A
4035450075,1625,PUTNAM AVENUE,36390,84,B
4035450081,1615,PUTNAM AVENUE,36390,28,D
4035477501,852,CYPRESS AVENUE,26761,score missing,F
4035500018,16-18,WEIRFIELD STREET,45969,score missing,F
4035500031,16-42,WEIRFIELD STREET,44000,51,D
4035570028,16-30,CODY AVENUE,39550,score missing,F
4035750033,2-Oct,FOREST AVENUE,44900,score missing,F
4035900042,72-42,60 LANE,43800,70,B
4036080061,64-20,ADMIRAL AVENUE,28747,score missing,F
4036080240,66-25,TRAFFIC AVENUE,48362,9,D
4036080253,65-75,TRAFFIC AVENUE,84280,score missing,F
4036190005,66-87,FRESH POND ROAD,27552,16,D
4036200021,61-17,68 AVENUE,32000,33,D
4036280017,69-30,62 STREET,45352,18,D
4036310001,62-02,CATALPA AVENUE,57716,12,D
4036440030,65-05,CENTRAL AVENUE,31200,50,D
4036670023,68-02,METROPOLITAN AVENUE,227500,score missing,F
4036670491,69-07,69 PLACE,40000,score missing,F
4036670625,65-45,OTTO ROAD,70700,58,C
4036750010,64-45,MYRTLE AVE,27920,41,D
4038040091,70-30,80 STREET,70820,78,B
4038090027,70-17,83 STREET,26500,59,C
4038100154,74-12,88 STREET,27920,77,B
4038100375,84-00,80 STREET,73000,28,D
4038100420,83-12,72 DRIVE,35666,score missing,F
4038100435,83-24,72 DRIVE,31100,score missing,F
4038570179,88-36,77 AVENUE,71000,80,B
4038570257,76-11,88 STREET,41087,54,D
4038800097,90-60,UNION TURNPIKE,295340,32,D
4038840002,72-25,WOODHAVEN BOULEVARD,53500,89,A
4038860074,75-11,WOODHAVEN BOULEVARD,140373,48,D
4038860255,89-17,UNION TURNPIKE,43000,58,C
4038860380,89-89,UNION TURNPIKE,163697,score missing,F
4038867501,73-25,WOODHAVEN BOULEVARD,78530,score missing,F
4039070960,83-55,WOODHAVEN BOULEVARD,385000,61,C
4039070970,83-75,WOODHAVEN BOULEVARD,170772,18,D
